SE5_A#1_run2,SE5_A#1_run2,SE5_A#1_run2,SE5_A#1_run4,SE5_A#1_run4,SE5_A#1_run4,SE5_B#2_run5,SE5_B#2_run5,SE5_B#2_run5,SE5_B#2_run6,SE5_B#2_run6,SE5_B#2_run6,SE5_B#1_run7,SE5_B#1_run7,SE5_B#1_run7,SE5_B#1_run8,SE5_B#1_run8,SE5_B#1_run8,SE5_E#1_run1,SE5_E#1_run1,SE5_E#1_run1,SE5_E#1_run2,SE5_E#1_run2,SE5_E#1_run2,SE5_E#2_run3,SE5_E#2_run3,SE5_E#2_run3,SE5_E#2_run4,SE5_E#2_run4,SE5_E#2_run4
Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time
mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.74992,1.365,136.6,2.05641,1.365,136.6,3.26606,1.365,136.6,3.1451,1.365,136.6,2.17737,1.365,136.6,2.29834,1.365,136.6,2.54027,1.365,136.6,2.17737,1.365,136.6,0,1.365,136.6,2.29834,1.365,136.6
3.74992,1.367,136.8,2.17737,1.367,136.8,3.1451,1.367,136.8,3.1451,1.367,136.8,2.17737,1.367,136.8,2.4193,1.367,136.8,2.54027,1.367,136.8,2.17737,1.367,136.8,0,1.367,136.8,2.29834,1.367,136.8
3.74992,1.369,137,2.17737,1.369,137,3.1451,1.369,137,3.02413,1.369,137,2.17737,1.369,137,2.4193,1.369,137,2.54027,1.369,137,2.05641,1.369,137,0,1.369,137,2.4193,1.369,137
3.87089,1.371,137.2,2.17737,1.371,137.2,3.1451,1.371,137.2,3.1451,1.371,137.2,2.17737,1.371,137.2,2.4193,1.371,137.2,2.66123,1.371,137.2,2.17737,1.371,137.2,0,1.371,137.2,2.4193,1.371,137.2
3.87089,1.373,137.4,2.17737,1.373,137.4,3.1451,1.373,137.4,3.26606,1.373,137.4,2.05641,1.373,137.4,2.4193,1.373,137.4,2.66123,1.373,137.4,2.17737,1.373,137.4,0,1.373,137.4,2.29834,1.373,137.4
3.87089,1.375,137.6,2.17737,1.375,137.6,3.02413,1.375,137.6,3.26606,1.375,137.6,2.29834,1.375,137.6,2.4193,1.375,137.6,2.66123,1.375,137.6,2.17737,1.375,137.6,0,1.375,137.6,2.54027,1.375,137.6
3.87089,1.377,137.8,2.29834,1.377,137.8,3.1451,1.377,137.8,3.26606,1.377,137.8,2.29834,1.377,137.8,2.54027,1.377,137.8,2.7822,1.377,137.8,2.29834,1.377,137.8,0,1.377,137.8,2.54027,1.377,137.8
3.87089,1.379,138,2.17737,1.379,138,3.1451,1.379,138,3.26606,1.379,138,2.29834,1.379,138,2.54027,1.379,138,2.66123,1.379,138,2.4193,1.379,138,0,1.379,138,2.4193,1.379,138
3.87089,1.381,138.2,2.29834,1.381,138.2,3.1451,1.381,138.2,3.38703,1.381,138.2,2.29834,1.381,138.2,2.66123,1.381,138.2,2.66123,1.381,138.2,2.29834,1.381,138.2,0,1.381,138.2,2.54027,1.381,138.2
3.87089,1.383,138.4,2.4193,1.383,138.4,3.02413,1.383,138.4,3.26606,1.383,138.4,2.29834,1.383,138.4,2.54027,1.383,138.4,2.66123,1.383,138.4,2.29834,1.383,138.4,0,1.383,138.4,2.54027,1.383,138.4
3.74992,1.385,138.6,2.29834,1.385,138.6,3.02413,1.385,138.6,3.38703,1.385,138.6,2.4193,1.385,138.6,2.66123,1.385,138.6,2.66123,1.385,138.6,2.54027,1.385,138.6,0,1.385,138.6,2.66123,1.385,138.6
3.99185,1.387,138.8,2.4193,1.387,138.8,3.1451,1.387,138.8,3.26606,1.387,138.8,2.4193,1.387,138.8,2.66123,1.387,138.8,2.7822,1.387,138.8,2.54027,1.387,138.8,0,1.387,138.8,2.54027,1.387,138.8
3.87089,1.389,139,2.4193,1.389,139,3.1451,1.389,139,3.26606,1.389,139,2.4193,1.389,139,2.7822,1.389,139,2.90317,1.389,139,2.54027,1.389,139,0,1.389,139,2.66123,1.389,139
3.99185,1.391,139.2,2.4193,1.391,139.2,3.02413,1.391,139.2,3.26606,1.391,139.2,2.4193,1.391,139.2,2.7822,1.391,139.2,3.02413,1.391,139.2,2.4193,1.391,139.2,0,1.391,139.2,2.66123,1.391,139.2
3.87089,1.393,139.4,2.4193,1.393,139.4,3.02413,1.393,139.4,3.1451,1.393,139.4,2.54027,1.393,139.4,2.7822,1.393,139.4,2.90317,1.393,139.4,2.54027,1.393,139.4,0,1.393,139.4,2.66123,1.393,139.4
3.87089,1.395,139.6,2.54027,1.395,139.6,3.02413,1.395,139.6,3.1451,1.395,139.6,2.54027,1.395,139.6,2.7822,1.395,139.6,2.7822,1.395,139.6,2.4193,1.395,139.6,0,1.395,139.6,2.7822,1.395,139.6
3.87089,1.397,139.8,2.54027,1.397,139.8,3.1451,1.397,139.8,3.1451,1.397,139.8,2.54027,1.397,139.8,2.7822,1.397,139.8,2.90317,1.397,139.8,2.66123,1.397,139.8,0,1.397,139.8,2.7822,1.397,139.8
3.99185,1.399,140,2.54027,1.399,140,3.02413,1.399,140,3.1451,1.399,140,2.66123,1.399,140,2.90317,1.399,140,2.90317,1.399,140,2.54027,1.399,140,0,1.399,140,2.7822,1.399,140
3.87089,1.401,140.2,2.54027,1.401,140.2,3.02413,1.401,140.2,3.1451,1.401,140.2,2.54027,1.401,140.2,2.90317,1.401,140.2,3.02413,1.401,140.2,2.66123,1.401,140.2,0,1.401,140.2,2.7822,1.401,140.2
3.87089,1.403,140.4,2.54027,1.403,140.4,3.1451,1.403,140.4,3.02413,1.403,140.4,2.66123,1.403,140.4,3.02413,1.403,140.4,2.90317,1.403,140.4,2.66123,1.403,140.4,0,1.403,140.4,2.90317,1.403,140.4
3.87089,1.405,140.6,2.4193,1.405,140.6,3.1451,1.405,140.6,3.02413,1.405,140.6,2.66123,1.405,140.6,2.90317,1.405,140.6,3.02413,1.405,140.6,2.54027,1.405,140.6,0,1.405,140.6,2.7822,1.405,140.6
3.99185,1.407,140.8,2.66123,1.407,140.8,3.1451,1.407,140.8,3.02413,1.407,140.8,2.66123,1.407,140.8,3.02413,1.407,140.8,3.02413,1.407,140.8,2.66123,1.407,140.8,0,1.407,140.8,2.90317,1.407,140.8
3.87089,1.409,141,2.66123,1.409,141,3.1451,1.409,141,3.02413,1.409,141,2.66123,1.409,141,3.1451,1.409,141,3.02413,1.409,141,2.66123,1.409,141,0.120965,1.409,141,2.90317,1.409,141
3.87089,1.411,141.2,2.54027,1.411,141.2,3.02413,1.411,141.2,3.02413,1.411,141.2,2.7822,1.411,141.2,3.1451,1.411,141.2,3.02413,1.411,141.2,2.66123,1.411,141.2,0,1.411,141.2,2.90317,1.411,141.2
3.99185,1.413,141.4,2.7822,1.413,141.4,3.1451,1.413,141.4,3.02413,1.413,141.4,2.7822,1.413,141.4,3.1451,1.413,141.4,3.1451,1.413,141.4,2.66123,1.413,141.4,0,1.413,141.4,2.90317,1.413,141.4
3.99185,1.415,141.6,2.66123,1.415,141.6,3.1451,1.415,141.6,3.02413,1.415,141.6,2.7822,1.415,141.6,3.1451,1.415,141.6,3.1451,1.415,141.6,2.7822,1.415,141.6,0,1.415,141.6,2.90317,1.415,141.6
3.87089,1.417,141.8,2.7822,1.417,141.8,3.1451,1.417,141.8,3.02413,1.417,141.8,3.02413,1.417,141.8,3.1451,1.417,141.8,3.1451,1.417,141.8,2.7822,1.417,141.8,0,1.417,141.8,3.02413,1.417,141.8
3.99185,1.419,142,2.66123,1.419,142,3.1451,1.419,142,3.02413,1.419,142,2.90317,1.419,142,3.26606,1.419,142,3.1451,1.419,142,2.7822,1.419,142,0,1.419,142,2.90317,1.419,142
3.99185,1.421,142.2,2.7822,1.421,142.2,3.1451,1.421,142.2,3.02413,1.421,142.2,3.02413,1.421,142.2,3.1451,1.421,142.2,3.26606,1.421,142.2,2.7822,1.421,142.2,0,1.421,142.2,3.02413,1.421,142.2
3.99185,1.423,142.4,2.7822,1.423,142.4,3.1451,1.423,142.4,3.02413,1.423,142.4,2.90317,1.423,142.4,3.38703,1.423,142.4,3.26606,1.423,142.4,2.90317,1.423,142.4,0,1.423,142.4,3.1451,1.423,142.4
3.99185,1.425,142.6,2.7822,1.425,142.6,3.1451,1.425,142.6,3.02413,1.425,142.6,3.02413,1.425,142.6,3.26606,1.425,142.6,3.26606,1.425,142.6,2.90317,1.425,142.6,0,1.425,142.6,3.1451,1.425,142.6
3.99185,1.427,142.8,2.90317,1.427,142.8,3.1451,1.427,142.8,3.1451,1.427,142.8,3.02413,1.427,142.8,3.38703,1.427,142.8,3.26606,1.427,142.8,2.90317,1.427,142.8,0,1.427,142.8,3.1451,1.427,142.8
3.99185,1.429,143,2.7822,1.429,143,3.26606,1.429,143,3.02413,1.429,143,3.02413,1.429,143,3.38703,1.429,143,3.38703,1.429,143,2.90317,1.429,143,0.120965,1.429,143,3.1451,1.429,143
3.99185,1.431,143.2,2.90317,1.431,143.2,3.1451,1.431,143.2,2.90317,1.431,143.2,3.1451,1.431,143.2,3.38703,1.431,143.2,3.50799,1.431,143.2,2.90317,1.431,143.2,0,1.431,143.2,3.26606,1.431,143.2
3.99185,1.433,143.4,2.90317,1.433,143.4,3.1451,1.433,143.4,3.02413,1.433,143.4,3.02413,1.433,143.4,3.50799,1.433,143.4,3.38703,1.433,143.4,3.02413,1.433,143.4,0,1.433,143.4,3.26606,1.433,143.4
4.11282,1.435,143.6,2.90317,1.435,143.6,3.1451,1.435,143.6,3.1451,1.435,143.6,3.1451,1.435,143.6,3.50799,1.435,143.6,3.26606,1.435,143.6,3.1451,1.435,143.6,0,1.435,143.6,3.26606,1.435,143.6
4.11282,1.437,143.8,3.02413,1.437,143.8,3.02413,1.437,143.8,3.02413,1.437,143.8,3.26606,1.437,143.8,3.50799,1.437,143.8,3.50799,1.437,143.8,3.1451,1.437,143.8,0,1.437,143.8,3.26606,1.437,143.8
3.99185,1.439,144,2.90317,1.439,144,3.1451,1.439,144,3.02413,1.439,144,3.1451,1.439,144,3.50799,1.439,144,3.38703,1.439,144,3.1451,1.439,144,0,1.439,144,3.38703,1.439,144
4.11282,1.441,144.2,3.02413,1.441,144.2,3.1451,1.441,144.2,3.02413,1.441,144.2,3.1451,1.441,144.2,3.50799,1.441,144.2,3.50799,1.441,144.2,3.1451,1.441,144.2,0,1.441,144.2,3.26606,1.441,144.2
3.99185,1.443,144.4,3.02413,1.443,144.4,3.1451,1.443,144.4,3.02413,1.443,144.4,3.26606,1.443,144.4,3.50799,1.443,144.4,3.50799,1.443,144.4,3.1451,1.443,144.4,0.120965,1.443,144.4,3.38703,1.443,144.4
4.11282,1.445,144.6,3.1451,1.445,144.6,3.1451,1.445,144.6,3.1451,1.445,144.6,3.26606,1.445,144.6,3.62896,1.445,144.6,3.62896,1.445,144.6,3.1451,1.445,144.6,0,1.445,144.6,3.38703,1.445,144.6
4.11282,1.447,144.8,3.1451,1.447,144.8,3.1451,1.447,144.8,3.02413,1.447,144.8,3.26606,1.447,144.8,3.62896,1.447,144.8,3.50799,1.447,144.8,3.26606,1.447,144.8,0,1.447,144.8,3.50799,1.447,144.8
4.11282,1.449,145,3.1451,1.449,145,3.1451,1.449,145,3.02413,1.449,145,3.26606,1.449,145,3.50799,1.449,145,3.62896,1.449,145,3.1451,1.449,145,0,1.449,145,3.50799,1.449,145
4.11282,1.451,145.2,3.1451,1.451,145.2,3.26606,1.451,145.2,3.02413,1.451,145.2,3.38703,1.451,145.2,3.62896,1.451,145.2,3.62896,1.451,145.2,3.26606,1.451,145.2,0,1.451,145.2,3.50799,1.451,145.2
4.11282,1.453,145.4,3.26606,1.453,145.4,3.26606,1.453,145.4,3.02413,1.453,145.4,3.38703,1.453,145.4,3.38703,1.453,145.4,3.74992,1.453,145.4,3.26606,1.453,145.4,0,1.453,145.4,3.50799,1.453,145.4
4.11282,1.455,145.6,3.26606,1.455,145.6,3.1451,1.455,145.6,3.02413,1.455,145.6,3.38703,1.455,145.6,3.38703,1.455,145.6,3.74992,1.455,145.6,3.26606,1.455,145.6,0,1.455,145.6,3.62896,1.455,145.6
4.11282,1.457,145.8,3.1451,1.457,145.8,3.1451,1.457,145.8,2.90317,1.457,145.8,3.26606,1.457,145.8,3.38703,1.457,145.8,3.74992,1.457,145.8,3.38703,1.457,145.8,0,1.457,145.8,3.50799,1.457,145.8
4.11282,1.459,146,3.1451,1.459,146,3.26606,1.459,146,3.02413,1.459,146,3.26606,1.459,146,3.50799,1.459,146,3.74992,1.459,146,3.38703,1.459,146,0,1.459,146,3.50799,1.459,146
4.11282,1.461,146.2,3.38703,1.461,146.2,3.1451,1.461,146.2,3.02413,1.461,146.2,3.38703,1.461,146.2,3.38703,1.461,146.2,3.62896,1.461,146.2,3.50799,1.461,146.2,0,1.461,146.2,3.50799,1.461,146.2
4.11282,1.463,146.4,3.26606,1.463,146.4,3.1451,1.463,146.4,3.02413,1.463,146.4,3.38703,1.463,146.4,3.38703,1.463,146.4,3.74992,1.463,146.4,3.38703,1.463,146.4,0,1.463,146.4,3.62896,1.463,146.4
4.11282,1.465,146.6,3.38703,1.465,146.6,3.1451,1.465,146.6,3.1451,1.465,146.6,3.26606,1.465,146.6,3.38703,1.465,146.6,3.87089,1.465,146.6,3.38703,1.465,146.6,0,1.465,146.6,3.74992,1.465,146.6
4.23378,1.467,146.8,3.38703,1.467,146.8,3.1451,1.467,146.8,3.02413,1.467,146.8,3.26606,1.467,146.8,3.38703,1.467,146.8,3.87089,1.467,146.8,3.50799,1.467,146.8,0,1.467,146.8,3.74992,1.467,146.8
4.11282,1.469,147,3.38703,1.469,147,3.1451,1.469,147,3.02413,1.469,147,3.26606,1.469,147,3.38703,1.469,147,3.99185,1.469,147,3.62896,1.469,147,0,1.469,147,3.74992,1.469,147
4.11282,1.471,147.2,3.50799,1.471,147.2,3.1451,1.471,147.2,3.1451,1.471,147.2,3.1451,1.471,147.2,3.26606,1.471,147.2,3.99185,1.471,147.2,3.50799,1.471,147.2,0,1.471,147.2,3.74992,1.471,147.2
4.23378,1.473,147.4,3.50799,1.473,147.4,3.26606,1.473,147.4,3.1451,1.473,147.4,3.26606,1.473,147.4,3.26606,1.473,147.4,3.99185,1.473,147.4,3.62896,1.473,147.4,0,1.473,147.4,3.74992,1.473,147.4
4.11282,1.475,147.6,3.50799,1.475,147.6,3.26606,1.475,147.6,3.1451,1.475,147.6,3.26606,1.475,147.6,3.38703,1.475,147.6,3.87089,1.475,147.6,3.62896,1.475,147.6,0,1.475,147.6,3.87089,1.475,147.6
4.23378,1.477,147.8,3.50799,1.477,147.8,3.26606,1.477,147.8,3.26606,1.477,147.8,3.26606,1.477,147.8,3.38703,1.477,147.8,3.74992,1.477,147.8,3.62896,1.477,147.8,0,1.477,147.8,3.87089,1.477,147.8
4.23378,1.479,148,3.50799,1.479,148,3.1451,1.479,148,3.1451,1.479,148,3.1451,1.479,148,3.26606,1.479,148,3.74992,1.479,148,3.62896,1.479,148,0,1.479,148,3.99185,1.479,148
4.35475,1.481,148.2,3.62896,1.481,148.2,3.26606,1.481,148.2,3.1451,1.481,148.2,3.26606,1.481,148.2,3.26606,1.481,148.2,3.62896,1.481,148.2,3.62896,1.481,148.2,0,1.481,148.2,3.87089,1.481,148.2
4.35475,1.483,148.4,3.62896,1.483,148.4,3.26606,1.483,148.4,3.02413,1.483,148.4,3.1451,1.483,148.4,3.38703,1.483,148.4,3.62896,1.483,148.4,3.74992,1.483,148.4,0,1.483,148.4,3.74992,1.483,148.4
4.23378,1.485,148.6,3.62896,1.485,148.6,3.26606,1.485,148.6,3.1451,1.485,148.6,3.26606,1.485,148.6,3.26606,1.485,148.6,3.50799,1.485,148.6,3.74992,1.485,148.6,0,1.485,148.6,3.62896,1.485,148.6
4.23378,1.487,148.8,3.74992,1.487,148.8,3.26606,1.487,148.8,3.1451,1.487,148.8,3.1451,1.487,148.8,3.26606,1.487,148.8,3.50799,1.487,148.8,3.62896,1.487,148.8,0.120965,1.487,148.8,3.62896,1.487,148.8
4.35475,1.489,149,3.62896,1.489,149,3.50799,1.489,149,3.02413,1.489,149,3.26606,1.489,149,3.26606,1.489,149,3.38703,1.489,149,3.74992,1.489,149,0,1.489,149,3.50799,1.489,149
4.35475,1.491,149.2,3.74992,1.491,149.2,3.26606,1.491,149.2,3.26606,1.491,149.2,3.26606,1.491,149.2,3.1451,1.491,149.2,3.38703,1.491,149.2,3.87089,1.491,149.2,0,1.491,149.2,3.50799,1.491,149.2
4.23378,1.493,149.4,3.74992,1.493,149.4,3.26606,1.493,149.4,3.1451,1.493,149.4,3.1451,1.493,149.4,3.1451,1.493,149.4,3.38703,1.493,149.4,3.87089,1.493,149.4,0,1.493,149.4,3.38703,1.493,149.4
4.23378,1.495,149.6,3.87089,1.495,149.6,3.26606,1.495,149.6,3.1451,1.495,149.6,3.26606,1.495,149.6,3.38703,1.495,149.6,3.50799,1.495,149.6,3.87089,1.495,149.6,0,1.495,149.6,3.38703,1.495,149.6
4.23378,1.497,149.8,3.87089,1.497,149.8,3.26606,1.497,149.8,3.1451,1.497,149.8,3.1451,1.497,149.8,3.26606,1.497,149.8,3.38703,1.497,149.8,3.99185,1.497,149.8,0,1.497,149.8,3.50799,1.497,149.8
4.35475,1.499,150,3.87089,1.499,150,3.38703,1.499,150,3.1451,1.499,150,3.26606,1.499,150,3.26606,1.499,150,3.38703,1.499,150,3.99185,1.499,150,0,1.499,150,3.50799,1.499,150
4.47571,1.501,150.2,3.99185,1.501,150.2,3.38703,1.501,150.2,3.1451,1.501,150.2,3.1451,1.501,150.2,3.26606,1.501,150.2,3.38703,1.501,150.2,3.74992,1.501,150.2,0,1.501,150.2,3.38703,1.501,150.2
4.35475,1.503,150.4,3.87089,1.503,150.4,3.50799,1.503,150.4,3.1451,1.503,150.4,3.26606,1.503,150.4,3.26606,1.503,150.4,3.38703,1.503,150.4,3.74992,1.503,150.4,0.120965,1.503,150.4,3.38703,1.503,150.4
4.35475,1.505,150.6,3.87089,1.505,150.6,3.26606,1.505,150.6,3.26606,1.505,150.6,3.26606,1.505,150.6,3.26606,1.505,150.6,3.26606,1.505,150.6,3.74992,1.505,150.6,0,1.505,150.6,3.26606,1.505,150.6
4.47571,1.507,150.8,3.74992,1.507,150.8,3.26606,1.507,150.8,3.26606,1.507,150.8,3.26606,1.507,150.8,3.1451,1.507,150.8,3.26606,1.507,150.8,3.62896,1.507,150.8,0,1.507,150.8,3.26606,1.507,150.8
4.35475,1.509,151,3.74992,1.509,151,3.50799,1.509,151,3.1451,1.509,151,3.26606,1.509,151,3.26606,1.509,151,3.38703,1.509,151,3.62896,1.509,151,0,1.509,151,3.26606,1.509,151
4.35475,1.511,151.2,3.74992,1.511,151.2,3.38703,1.511,151.2,3.26606,1.511,151.2,3.26606,1.511,151.2,3.1451,1.511,151.2,3.26606,1.511,151.2,3.50799,1.511,151.2,0,1.511,151.2,3.26606,1.511,151.2
4.35475,1.513,151.4,3.62896,1.513,151.4,3.26606,1.513,151.4,3.1451,1.513,151.4,3.1451,1.513,151.4,3.26606,1.513,151.4,3.26606,1.513,151.4,3.50799,1.513,151.4,0,1.513,151.4,3.38703,1.513,151.4
4.35475,1.515,151.6,3.62896,1.515,151.6,3.50799,1.515,151.6,3.1451,1.515,151.6,3.1451,1.515,151.6,3.26606,1.515,151.6,3.26606,1.515,151.6,3.50799,1.515,151.6,0.120965,1.515,151.6,3.26606,1.515,151.6
4.35475,1.517,151.8,3.50799,1.517,151.8,3.38703,1.517,151.8,3.26606,1.517,151.8,3.1451,1.517,151.8,3.38703,1.517,151.8,3.26606,1.517,151.8,3.50799,1.517,151.8,0,1.517,151.8,3.26606,1.517,151.8
4.35475,1.519,152,3.50799,1.519,152,3.50799,1.519,152,3.26606,1.519,152,3.26606,1.519,152,3.38703,1.519,152,3.26606,1.519,152,3.50799,1.519,152,0,1.519,152,3.26606,1.519,152
4.35475,1.521,152.2,3.50799,1.521,152.2,3.38703,1.521,152.2,3.26606,1.521,152.2,3.26606,1.521,152.2,3.26606,1.521,152.2,3.26606,1.521,152.2,3.38703,1.521,152.2,0.120965,1.521,152.2,3.26606,1.521,152.2
4.35475,1.523,152.4,3.50799,1.523,152.4,3.38703,1.523,152.4,3.38703,1.523,152.4,3.26606,1.523,152.4,3.26606,1.523,152.4,3.26606,1.523,152.4,3.26606,1.523,152.4,0.120965,1.523,152.4,3.26606,1.523,152.4
4.35475,1.525,152.6,3.50799,1.525,152.6,3.38703,1.525,152.6,3.26606,1.525,152.6,3.26606,1.525,152.6,3.26606,1.525,152.6,3.26606,1.525,152.6,3.26606,1.525,152.6,0,1.525,152.6,3.26606,1.525,152.6
4.47571,1.527,152.8,3.50799,1.527,152.8,3.38703,1.527,152.8,3.26606,1.527,152.8,3.1451,1.527,152.8,3.26606,1.527,152.8,3.26606,1.527,152.8,3.38703,1.527,152.8,0,1.527,152.8,3.26606,1.527,152.8
4.47571,1.529,153,3.50799,1.529,153,3.50799,1.529,153,3.38703,1.529,153,3.26606,1.529,153,3.38703,1.529,153,3.1451,1.529,153,3.26606,1.529,153,0,1.529,153,3.26606,1.529,153
4.47571,1.531,153.2,3.38703,1.531,153.2,3.38703,1.531,153.2,3.50799,1.531,153.2,3.26606,1.531,153.2,3.26606,1.531,153.2,3.26606,1.531,153.2,3.38703,1.531,153.2,0,1.531,153.2,3.26606,1.531,153.2
4.59668,1.533,153.4,3.50799,1.533,153.4,3.38703,1.533,153.4,3.38703,1.533,153.4,3.1451,1.533,153.4,3.38703,1.533,153.4,3.26606,1.533,153.4,3.38703,1.533,153.4,0,1.533,153.4,3.1451,1.533,153.4
4.47571,1.535,153.6,3.50799,1.535,153.6,3.38703,1.535,153.6,3.26606,1.535,153.6,3.26606,1.535,153.6,3.26606,1.535,153.6,3.26606,1.535,153.6,3.26606,1.535,153.6,0,1.535,153.6,3.26606,1.535,153.6
4.47571,1.537,153.8,3.50799,1.537,153.8,3.38703,1.537,153.8,3.26606,1.537,153.8,3.38703,1.537,153.8,3.38703,1.537,153.8,3.26606,1.537,153.8,3.1451,1.537,153.8,0,1.537,153.8,3.26606,1.537,153.8
4.59668,1.539,154,3.50799,1.539,154,3.50799,1.539,154,3.38703,1.539,154,3.38703,1.539,154,3.26606,1.539,154,3.26606,1.539,154,3.38703,1.539,154,0,1.539,154,3.38703,1.539,154
4.59668,1.541,154.2,3.38703,1.541,154.2,3.50799,1.541,154.2,3.38703,1.541,154.2,3.26606,1.541,154.2,3.26606,1.541,154.2,3.1451,1.541,154.2,3.38703,1.541,154.2,0,1.541,154.2,3.1451,1.541,154.2
4.59668,1.543,154.4,3.26606,1.543,154.4,3.50799,1.543,154.4,3.38703,1.543,154.4,3.26606,1.543,154.4,3.38703,1.543,154.4,3.1451,1.543,154.4,3.26606,1.543,154.4,0,1.543,154.4,3.1451,1.543,154.4
4.71764,1.545,154.6,3.38703,1.545,154.6,3.62896,1.545,154.6,3.38703,1.545,154.6,3.26606,1.545,154.6,3.26606,1.545,154.6,3.38703,1.545,154.6,3.26606,1.545,154.6,0,1.545,154.6,3.1451,1.545,154.6
4.47571,1.547,154.8,3.38703,1.547,154.8,3.50799,1.547,154.8,3.38703,1.547,154.8,3.38703,1.547,154.8,3.26606,1.547,154.8,3.26606,1.547,154.8,3.26606,1.547,154.8,0,1.547,154.8,3.26606,1.547,154.8
4.59668,1.549,155,3.26606,1.549,155,3.50799,1.549,155,3.50799,1.549,155,3.26606,1.549,155,3.38703,1.549,155,3.38703,1.549,155,3.1451,1.549,155,0,1.549,155,3.26606,1.549,155
4.59668,1.551,155.2,3.38703,1.551,155.2,3.50799,1.551,155.2,3.38703,1.551,155.2,3.38703,1.551,155.2,3.38703,1.551,155.2,3.26606,1.551,155.2,3.02413,1.551,155.2,0.120965,1.551,155.2,3.26606,1.551,155.2
4.47571,1.553,155.4,3.38703,1.553,155.4,3.50799,1.553,155.4,3.38703,1.553,155.4,3.26606,1.553,155.4,3.26606,1.553,155.4,3.26606,1.553,155.4,3.26606,1.553,155.4,0.120965,1.553,155.4,3.1451,1.553,155.4
4.59668,1.555,155.6,3.38703,1.555,155.6,3.50799,1.555,155.6,3.50799,1.555,155.6,3.50799,1.555,155.6,3.38703,1.555,155.6,3.38703,1.555,155.6,3.26606,1.555,155.6,0.120965,1.555,155.6,3.1451,1.555,155.6
4.71764,1.557,155.8,3.26606,1.557,155.8,3.50799,1.557,155.8,3.50799,1.557,155.8,3.38703,1.557,155.8,3.38703,1.557,155.8,3.26606,1.557,155.8,3.26606,1.557,155.8,0.120965,1.557,155.8,3.26606,1.557,155.8
4.59668,1.559,156,3.26606,1.559,156,3.62896,1.559,156,3.50799,1.559,156,3.50799,1.559,156,3.38703,1.559,156,3.26606,1.559,156,3.26606,1.559,156,0,1.559,156,3.26606,1.559,156
4.71764,1.561,156.2,3.26606,1.561,156.2,3.62896,1.561,156.2,3.50799,1.561,156.2,3.50799,1.561,156.2,3.38703,1.561,156.2,3.26606,1.561,156.2,3.1451,1.561,156.2,0,1.561,156.2,3.26606,1.561,156.2
4.71764,1.563,156.4,3.38703,1.563,156.4,3.50799,1.563,156.4,3.50799,1.563,156.4,3.38703,1.563,156.4,3.26606,1.563,156.4,3.26606,1.563,156.4,3.26606,1.563,156.4,0,1.563,156.4,3.26606,1.563,156.4
4.71764,1.565,156.6,3.26606,1.565,156.6,3.62896,1.565,156.6,3.50799,1.565,156.6,3.38703,1.565,156.6,3.26606,1.565,156.6,3.26606,1.565,156.6,3.26606,1.565,156.6,0.120965,1.565,156.6,3.1451,1.565,156.6
4.71764,1.567,156.8,3.26606,1.567,156.8,3.62896,1.567,156.8,3.38703,1.567,156.8,3.50799,1.567,156.8,3.50799,1.567,156.8,3.38703,1.567,156.8,3.26606,1.567,156.8,0.120965,1.567,156.8,3.26606,1.567,156.8
4.59668,1.569,157,3.26606,1.569,157,3.62896,1.569,157,3.50799,1.569,157,3.38703,1.569,157,3.38703,1.569,157,3.26606,1.569,157,3.26606,1.569,157,0.120965,1.569,157,3.26606,1.569,157
4.71764,1.571,157.2,3.38703,1.571,157.2,3.74992,1.571,157.2,3.50799,1.571,157.2,3.38703,1.571,157.2,3.38703,1.571,157.2,3.26606,1.571,157.2,3.26606,1.571,157.2,0.120965,1.571,157.2,3.26606,1.571,157.2
4.71764,1.573,157.4,3.38703,1.573,157.4,3.62896,1.573,157.4,3.50799,1.573,157.4,3.50799,1.573,157.4,3.50799,1.573,157.4,3.38703,1.573,157.4,3.38703,1.573,157.4,0.120965,1.573,157.4,3.26606,1.573,157.4
4.71764,1.575,157.6,3.26606,1.575,157.6,3.50799,1.575,157.6,3.50799,1.575,157.6,3.38703,1.575,157.6,3.50799,1.575,157.6,3.38703,1.575,157.6,3.26606,1.575,157.6,0.24193,1.575,157.6,3.38703,1.575,157.6
4.71764,1.577,157.8,3.38703,1.577,157.8,3.50799,1.577,157.8,3.50799,1.577,157.8,3.50799,1.577,157.8,3.38703,1.577,157.8,3.38703,1.577,157.8,3.26606,1.577,157.8,0.120965,1.577,157.8,3.38703,1.577,157.8
4.83861,1.579,158,3.38703,1.579,158,3.50799,1.579,158,3.62896,1.579,158,3.38703,1.579,158,3.50799,1.579,158,3.50799,1.579,158,3.26606,1.579,158,0.120965,1.579,158,3.26606,1.579,158
